1.0000000000	0.3024961224	0.1679443230	0.0711457869	0.3897789735	0.9312754734	0.1468015187	0.6395675445
1.0000000000	0.0360019614	0.4103531127	0.8005866345	0.6676855353	0.9666529493	0.8013932297	0.9346058879
1.0000000000	0.1737925448	0.8600819299	0.0018912035	0.1683286012	0.6670321769	0.4042447370	0.9742175946
1.0000000000	0.0363615744	0.6973118731	0.8140051221	0.4219159540	0.4656015255	0.6798286089	0.7184232569
1.0000000000	0.5257315799	0.8203208491	0.5681730644	0.4892629336	0.2275369396	0.4718387241	0.5728710250
1.0000000000	0.1693093462	0.5327544694	0.8827045891	0.4224094904	0.4194313218	0.0176244446	0.5026485377
1.0000000000	0.4674346701	0.4693760639	0.7433531673	0.6998124882	0.6262359866	0.3313944703	0.4585194804
1.0000000000	0.0657307559	0.8761270167	0.9874729528	0.8220342412	0.6207051231	0.8275399699	0.5980788090
1.0000000000	0.7404116557	0.8201600085	0.3710217928	0.3432186113	0.3187106403	0.4451599489	0.1263106926
1.0000000000	0.1834111495	0.1452102885	0.0576896744	0.7684164268	0.9176534163	0.3336865818	0.4791910248
1.0000000000	0.7468053314	0.1241686682	0.7808700842	0.3658408921	0.9091602345	0.2907083328	0.5282043584
1.0000000000	0.7917691148	0.5032945876	0.8206640061	0.6437591175	0.4390546610	0.8716251582	0.2563041416
1.0000000000	0.1037814219	0.3734539477	0.1441204902	0.3682980307	0.6329661123	0.5358503398	0.2935082638
1.0000000000	0.2449827793	0.4906904015	0.7028451297	0.7178551937	0.3351900347	0.7544006433	0.4158077070
1.0000000000	0.1862506485	0.8734554565	0.8028881093	0.2988442478	0.5201248438	0.6187423482	0.7809838122
1.0000000000	0.8219653554	0.2464714132	0.2949363680	0.3867746822	0.8151842777	0.3803601342	0.5275331012
1.0000000000	0.0002282134	0.1382686356	0.4975061603	0.0137973318	0.8796040004	0.1063975163	0.0592299758
1.0000000000	0.1872389582	0.9539282564	0.5803720111	0.8340458528	0.6531280433	0.5067214104	0.3941373737
1.0000000000	0.4904272752	0.2875959470	0.8896133422	0.7414054198	0.4177193034	0.1527929073	0.0780781284
1.0000000000	0.4000710847	0.7179078038	0.0508228471	0.6848232141	0.0891730813	0.1910991143	0.2568113862
1.0000000000	0.8040255937	0.7113177751	0.5884368620	0.3481242834	0.5793005240	0.9845816095	0.1919748643
1.0000000000	0.5270866486	0.9593852083	0.5272359543	0.1012395101	0.3915465008	0.6238140911	0.3176632703
1.0000000000	0.6503015051	0.0661178608	0.9306157886	0.1457084143	0.2360608801	0.9810759032	0.6320321648
1.0000000000	0.6711940519	0.3425395016	0.5216678376	0.0517812942	0.5291378987	0.2608436795	0.3883301148
1.0000000000	0.4318102654	0.0263732504	0.2119318871	0.6106642496	0.5755084201	0.2834492105	0.4092111916
1.0000000000	0.0302567948	0.6957175347	0.7746673198	0.6189915799	0.8786108040	0.3960972058	0.6517197764
1.0000000000	0.8355530726	0.0836685519	0.1187060731	0.4795398477	0.9944985637	0.7616925274	0.2556519720
1.0000000000	0.8122440320	0.8953458648	0.1319775148	0.9877032991	0.1431437682	0.3480776246	0.2160429338
1.0000000000	0.7385729842	0.2329851775	0.0148591327	0.4351277906	0.3172519000	0.0416606390	0.0873437393
1.0000000000	0.5009384917	0.1091560172	0.9236457113	0.5708230797	0.7749152710	0.8513166260	0.9582386038
1.0000000000	0.7217748666	0.7336603655	0.6193014048	0.6321150123	0.3314488910	0.9645529790	0.7351985881
1.0000000000	0.4666420619	0.0527452880	0.8780339549	0.7387773411	0.0346993406	0.2582159590	0.9563681639
1.0000000000	0.6365586787	0.9108701895	0.6767703739	0.2384925969	0.3052605602	0.1119037922	0.0668444373
1.0000000000	0.9974896901	0.3246127616	0.4841217641	0.5640044091	0.1032140353	0.6910029661	0.0443120226
1.0000000000	0.3641704249	0.4245140476	0.0836806057	0.5654108245	0.0016813781	0.4858111937	0.9230587115
1.0000000000	0.4053894279	0.6299250938	0.1150728732	0.8467187078	0.4214078225	0.7723578895	0.5291451830
1.0000000000	0.0976853052	0.7985248768	0.9020820088	0.7062494461	0.0539613431	0.8631453849	0.9219342750
1.0000000000	0.8249022977	0.8057094899	0.5345041107	0.9136083366	0.5250134866	0.2741954522	0.9317130873
1.0000000000	0.5698623944	0.3157812597	0.7683809313	0.1695808680	0.3114905115	0.0419185669	0.9441559599
1.0000000000	0.6498238156	0.5183231959	0.2452853117	0.0896069161	0.1024794304	0.2567927698	0.3451337833
1.0000000000	0.5689966585	0.8196930001	0.6763129581	0.9198747303	0.5086406784	0.8795979763	0.7251290684
1.0000000000	0.5881538216	0.9093674903	0.1096450957	0.4231535967	0.9064298482	0.9159332460	0.3422833791
1.0000000000	0.1702721445	0.3807245845	0.6784477562	0.6967888174	0.9270513461	0.9057627723	0.6207525656
1.0000000000	0.8444990709	0.7976913615	0.3452293898	0.8252291915	0.7631346260	0.3654179333	0.9068302943
1.0000000000	0.2988413458	0.4274672004	0.6194581995	0.9439155129	0.2725849126	0.3095518618	0.8431637664
1.0000000000	0.1517958278	0.6245232960	0.6946717107	0.5330300478	0.4122981359	0.5797571747	0.5078724416
1.0000000000	0.8624243557	0.4848592456	0.6764536565	0.9124270934	0.0743781750	0.1104848983	0.3651453031
1.0000000000	0.0972303853	0.6578968072	0.0098916218	0.6718971154	0.0202582290	0.9036726924	0.6656989213
1.0000000000	0.1208156862	0.7506517549	0.7296328160	0.7423414034	0.5423847758	0.7199591787	0.8710989738
1.0000000000	0.3486376251	0.0541043286	0.7141580402	0.3505875401	0.1129692157	0.1190754669	0.9811318063
1.0000000000	0.6262883439	0.7006247987	0.6736709552	0.3147478520	0.6167984253	0.8293392339	0.0295389185
1.0000000000	0.4266464156	0.0114110180	0.6870690153	0.1179083835	0.1046603061	0.3788849751	0.8471483225
1.0000000000	0.1714765895	0.2797113161	0.7168563365	0.1413511732	0.7009931921	0.5833014722	0.5111424373
1.0000000000	0.0430453185	0.6204643955	0.2659096506	0.1209506865	0.4846699671	0.8426204808	0.9336739555
1.0000000000	0.8050244336	0.8711349107	0.8237046304	0.1564679504	0.0204549776	0.4458424400	0.0507421826
1.0000000000	0.7775711808	0.2794820953	0.1417928843	0.0122186749	0.1130856450	0.9978011623	0.9980689073
1.0000000000	0.4595831116	0.7286833548	0.3033382650	0.9293180483	0.3704104491	0.6015984381	0.2345798416
1.0000000000	0.6934370487	0.3604763960	0.0347126131	0.4788748978	0.6900678393	0.2672469765	0.4910583158
1.0000000000	0.2003813696	0.5507701780	0.0863886785	0.0365377176	0.2484513512	0.5210544944	0.0838488336
1.0000000000	0.7594189891	0.3267283621	0.8069385889	0.9301558514	0.1641605804	0.9676447476	0.2669642468
1.0000000000	0.5722411044	0.7977609031	0.6228989146	0.6895696500	0.7727395536	0.8937375096	0.4489962708
1.0000000000	0.6049360733	0.9094515333	0.7837194912	0.8272064526	0.4353367365	0.7071971484	0.3140767876
1.0000000000	0.2565706151	0.1004840238	0.2019440543	0.9326794399	0.9044077208	0.2838143860	0.9244334402
1.0000000000	0.5897092121	0.4494527432	0.8369914501	0.8159338925	0.7047860944	0.2637751854	0.3196899921
1.0000000000	0.7426393244	0.3384629227	0.1034281638	0.1679933602	0.4566691949	0.2005060110	0.2820102251
1.0000000000	0.2122878407	0.2213869030	0.1590669765	0.8597892663	0.6391581597	0.8077061453	0.5619602771
1.0000000000	0.5998703064	0.7770298363	0.4863077814	0.6241139595	0.6578628428	0.2475939316	0.4216039088
1.0000000000	0.3824069791	0.9917825859	0.1846430339	0.7313314993	0.4990892983	0.6220915432	0.0653501661
1.0000000000	0.5242250543	0.1162332164	0.8956817209	0.3318302482	0.6618224857	0.1634047048	0.9572118341
1.0000000000	0.9520249967	0.2215157130	0.0294739669	0.1778692061	0.1390046133	0.2807569543	0.3553582146
1.0000000000	0.9355791921	0.5699217580	0.4602986269	0.7560758826	0.6451036092	0.4694696611	0.7528735581
1.0000000000	0.9949128842	0.3996705371	0.4265774898	0.0275764151	0.4707240323	0.7434770404	0.6145061052
1.0000000000	0.2736542178	0.5649435155	0.3619647981	0.0831264069	0.7028911854	0.4679348855	0.3682447614
1.0000000000	0.6425183988	0.5628764452	0.9848036740	0.3997313536	0.5092319017	0.4680394477	0.3525611171
1.0000000000	0.0133195408	0.3154469815	0.9192688554	0.0296337269	0.5571874224	0.1145116906	0.0352051116
